Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD43,OUT017,1696.3976
FDM57,OUT018,1074.3468
FDA58,OUT017,3831.2688
FDK56,OUT046,2790.958
FDP52,OUT045,3655.1055
FDW20,OUT018,1611.92
FDS52,OUT049,1546.267
NCT29,OUT018,1604.6125
NCL54,OUT013,2614.0496
FDC05,OUT045,3113.491
FDF34,OUT035,3264.1492
FDP03,OUT027,3359.838
FDD32,OUT010,146.4715
FDZ10,OUT045,2038.7218
FDZ40,OUT035,792.46985
FDD51,OUT018,380.821
NCY30,OUT019,374.44525
FDP58,OUT017,3524.038
FDV49,OUT017,4196.541
FDY24,OUT019,113.23255
NCO55,OUT017,1757.5283
FDR13,OUT017,1937.4575
FDS51,OUT017,897.52325
FDP26,OUT045,1504.6234
NCB54,OUT027,3339.5115
FDF32,OUT017,3087.9043
FDN31,OUT018,2517.909
DRM48,OUT017,638.36676
FDN20,OUT049,2639.9734
DRL01,OUT046,3417.6572
FDV56,OUT049,1647.9486
DRH13,OUT027,2955.0913
FDA03,OUT017,2166.9714
FDF47,OUT027,5220.444
FDX32,OUT046,2260.18
FDX57,OUT049,1450.4662
NCA30,OUT045,3075.465
FDO49,OUT013,625.6672
FDL04,OUT019,209.37439
DRM48,OUT035,587.8453
FDR16,OUT013,3460.8716
NCC19,OUT018,2644.8296
NCE42,OUT045,3743.917
FDY24,OUT017,867.9654
FDH19,OUT049,2854.3733
FDJ46,OUT013,2774.2751
FDN45,OUT010,452.29355
FDY08,OUT035,2209.7537
FDZ37,OUT035,1495.9083
NCT30,OUT045,649.89105
DRY23,OUT018,518.0982
NCZ30,OUT018,1648.9774
FDC44,OUT018,1474.414
FDB45,OUT035,1585.0155
FDY04,OUT013,2516.6663
FDM27,OUT046,2587.1824
FDZ43,OUT017,3861.5671
FDT39,OUT019,325.76788
NCC06,OUT019,263.65692
FDL15,OUT027,4054.1702
FDL57,OUT017,4170.8125
FDU08,OUT046,1539.4263
FDK40,OUT017,4288.1953
FDQ12,OUT010,473.25482
FDS48,OUT017,2455.573
FDP09,OUT045,3462.3596
FDW21,OUT049,1623.2686
FDY25,OUT035,2996.5667
DRE13,OUT017,1292.4648
FDV43,OUT019,80.07436
FDD22,OUT045,1845.4104
FDM46,OUT019,186.22241
NCO30,OUT010,384.97333
FDM25,OUT046,2529.432
NCN41,OUT049,1984.5665
FDU24,OUT045,1508.7799
FDZ50,OUT046,2636.7542
FDP45,OUT013,3782.8152
NCM54,OUT045,2012.5825
FDW10,OUT019,364.96326
FDP20,OUT017,1985.5935
FDK32,OUT046,2332.5146
FDN52,OUT049,1343.3978
FDM58,OUT045,1729.0156
FDZ46,OUT027,2676.288
NCA18,OUT018,1547.1964
FDD35,OUT046,2093.996
NCK31,OUT035,730.4001
FDI40,OUT027,2604.904
FDT50,OUT019,192.12924
NCT06,OUT046,2478.9036
FDT31,OUT035,2992.1448
FDT45,OUT049,751.59235
FDT13,OUT045,3054.017
FDO50,OUT045,1450.0452
NCU18,OUT010,285.96686
NCR54,OUT049,2939.3564
NCO18,OUT018,2306.5554
FDU09,OUT045,827.53296
FDT13,OUT018,2416.7507
FDE09,OUT046,1754.8146
NCK53,OUT019,215.31079
FDG45,OUT049,3585.4272
DRH15,OUT035,610.08673
FDO21,OUT019,469.59833
FDD14,OUT027,4553.886
FDC09,OUT046,1614.6765
FDH45,OUT027,1222.2048
FDV32,OUT046,997.33636
FDG12,OUT035,1981.1796
FDS32,OUT013,2176.1018
NCL55,OUT018,3355.6948
DRE01,OUT035,3778.343
DRE15,OUT049,1072.2949
NCL42,OUT045,3880.9421
FDP31,OUT013,864.2314
FDN33,OUT018,1338.2024
FDZ59,OUT046,2630.9822
FDE45,OUT010,357.964
FDJ07,OUT013,1937.3026
FDQ45,OUT018,2533.9565
FDM33,OUT027,5088.1846
FDO15,OUT010,137.68398
FDM46,OUT013,1491.3214
FDR03,OUT045,3372.4248
FDY49,OUT018,2131.6233
FDQ60,OUT045,1905.6096
FDW10,OUT049,2884.0505
FDO51,OUT049,681.5153
FDJ40,OUT018,1439.7157
FDS20,OUT018,2520.6067
FDU45,OUT013,1746.6105
FDV02,OUT035,2580.5457
FDN09,OUT046,3661.3372
NCM55,OUT027,4612.4033
FDN23,OUT018,1800.1163
FDY31,OUT010,289.90988
FDW03,OUT010,220.00641
FDD14,OUT046,2746.0308
FDV23,OUT017,2065.4568
DRI03,OUT045,2656.2166
FDN13,OUT035,1406.231
FDF45,OUT027,1795.3447
FDU46,OUT035,1461.5074
FDB57,OUT049,3345.134
FDV12,OUT049,1537.6637
FDQ58,OUT013,2443.9963
NCA18,OUT017,1881.0436
FDH52,OUT049,871.4189
FDM24,OUT018,2095.8376
NCP43,OUT027,4525.381
NCO18,OUT019,367.83734
FDM32,OUT017,1295.7107
NCL07,OUT017,560.01355
FDK03,OUT013,3614.2944
FDP59,OUT017,1575.3197
FDQ24,OUT049,3838.7075
FDQ16,OUT018,1385.0831
FDU44,OUT013,2454.6035
FDH28,OUT010,64.60561
FDV28,OUT019,27.58537
FDM22,OUT045,741.8067
FDR56,OUT046,2892.764
FDV39,OUT049,3175.1155
FDU37,OUT019,175.04025
FDQ11,OUT010,552.036
FDX02,OUT045,3391.2795
NCS42,OUT018,1212.93
FDY57,OUT027,2295.376
FDB21,OUT049,4010.7388
FDE28,OUT017,3629.8582
FDQ55,OUT017,1784.6519
FDA48,OUT049,3464.1306
FDZ19,OUT045,2715.3767
NCC43,OUT045,3987.325
NCV18,OUT046,1334.0109
NCA42,OUT018,2168.2424
FDY45,OUT046,3838.7915
NCC30,OUT045,2893.0369
FDM57,OUT013,1293.7638
FDL09,OUT010,326.50647
FDB09,OUT027,3444.532
FDT44,OUT035,1896.0828
NCT06,OUT027,4227.373
FDX26,OUT049,2696.9958
FDK32,OUT013,2343.4978
DRA12,OUT046,2185.7607
FDO46,OUT010,379.11792
FDE52,OUT013,1151.8998
NCH42,OUT045,3697.5208
FDV08,OUT035,626.4628
FDB47,OUT018,2840.947
FDC28,OUT010,206.95247
FDD22,OUT046,1887.2719
FDS07,OUT027,3201.3523
DRI13,OUT045,3376.3198
FDG32,OUT018,2667.783
FDU14,OUT017,3815.818
FDD28,OUT019,110.10392
NCP41,OUT017,1745.1876
FDS08,OUT049,3062.3582
FDX47,OUT045,2570.697
FDC53,OUT019,196.95776
FDQ19,OUT035,3823.344
FDL14,OUT045,2535.664
FDM33,OUT019,459.98883
FDA51,OUT045,1640.3544
FDZ27,OUT018,460.1656
FDT04,OUT046,423.2799
DRC13,OUT049,1905.4025
FDR16,OUT027,5101.582
FDQ03,OUT027,5562.0303
FDE38,OUT035,2773.7756
DRH23,OUT027,1140.9261
FDT11,OUT019,397.15988
FDD09,OUT035,2859.03
FDR40,OUT045,1258.4863
FDX07,OUT017,2898.992
FDR07,OUT035,1433.6228
FDA51,OUT017,1655.7357
FDT59,OUT019,486.013
FDF20,OUT017,3049.1394
FDR13,OUT045,1909.5856
FDY26,OUT049,3072.7043
FDW04,OUT017,2029.6995
FDK52,OUT017,3571.4924
FDN60,OUT049,2510.2878
FDM09,OUT019,358.53967
FDP46,OUT049,1322.5566
FDB50,OUT019,172.02184
NCQ29,OUT049,3898.3909
FDP16,OUT027,5602.8066
FDX33,OUT018,2221.193
FDP07,OUT010,388.7565
FDN22,OUT046,3728.4417
FDF39,OUT049,3803.4094
FDS21,OUT017,854.13763
NCM42,OUT013,1722.4016
FDK50,OUT019,344.1187
DRF13,OUT027,3831.722
FDH35,OUT018,2284.5925
FDP60,OUT018,1271.654
DRJ49,OUT027,3477.4602
NCT42,OUT019,308.47702
FDE38,OUT049,2793.158
FDI04,OUT049,3056.0452
NCH54,OUT045,2548.3223
FDT56,OUT049,827.4355
DRD15,OUT018,3011.1555
FDV58,OUT013,3071.355
FDP21,OUT049,3082.306
FDH05,OUT013,3461.2532
FDR10,OUT027,3945.1326
NCP06,OUT045,2405.6047
FDF33,OUT049,1768.5046
DRK37,OUT013,3227.3083
DRH49,OUT045,1229.2306
FDT58,OUT013,2685.458
FDD41,OUT018,1381.2979
FDP40,OUT018,1513.6967
FDM51,OUT027,2786.4602
FDO45,OUT010,152.19331
FDW33,OUT010,205.69946
FDY24,OUT045,856.48334
FDB10,OUT010,485.45667
FDM40,OUT035,2237.859
NCI06,OUT017,2898.2473
FDW12,OUT019,301.80118
FDX48,OUT027,4062.6086
NCW05,OUT027,2762.822
FDX27,OUT017,1250.3804
DRM37,OUT045,3078.4387
FDA38,OUT045,3755.3628
FDR36,OUT046,620.3959
FDZ45,OUT046,3115.2524
FDG05,OUT017,2481.0442
FDK28,OUT013,4209.406
FDV47,OUT045,1329.6533
FDN21,OUT045,2633.89
FDP20,OUT027,3503.5889
FDI35,OUT045,3050.256
DRY23,OUT013,690.52875
FDA56,OUT017,1907.842
FDB09,OUT013,1892.8699
NCO26,OUT027,3139.425
FDQ49,OUT018,1997.4058
FDI52,OUT027,3132.3
FDZ44,OUT027,3268.3347
FDZ09,OUT018,2327.966
FDY03,OUT049,1793.6752
NCG42,OUT017,2058.8435
DRI13,OUT027,5260.2656
FDQ32,OUT013,1917.1261
FDW16,OUT035,1345.6873
FDU27,OUT046,691.46155
FDR28,OUT010,321.08862
FDQ49,OUT010,303.70697
FDS37,OUT046,1926.401
FDW26,OUT018,2711.6453
FDX12,OUT018,3145.1565
NCP06,OUT013,2260.285
FDW45,OUT010,276.43726
NCN30,OUT049,1440.7404
FDN24,OUT049,777.47833
NCL41,OUT027,851.82965
FDR02,OUT019,211.73286
FDD09,OUT010,362.6357
FDS33,OUT010,164.86485
FDU22,OUT045,1966.0242
FDI53,OUT013,2495.9563
DRH01,OUT049,2696.8818
FDX32,OUT013,2198.4526
NCP30,OUT018,348.57678
FDB60,OUT045,3149.2546
FDB14,OUT049,1432.9371
NCP02,OUT035,937.0734
FDJ10,OUT017,2282.2556
FDG34,OUT046,1855.131
NCB18,OUT017,1259.211
FDM16,OUT049,1125.1073
FDW25,OUT018,1160.7008
FDB35,OUT010,179.73741
DRN11,OUT013,2026.8392
FDF41,OUT019,512.4034
FDH16,OUT045,1356.2256
NCQ50,OUT018,2687.619
DRH23,OUT018,577.54065
DRJ37,OUT013,2290.874
DRJ24,OUT027,4617.059
FDY16,OUT035,2928.1833
FDQ27,OUT045,1753.8228
FDZ33,OUT045,2424.2063
FDF29,OUT045,2078.6853
FDA08,OUT049,2560.0696
FDG31,OUT046,1035.6483
FDE34,OUT019,380.92157
NCR30,OUT027,2024.5145
FDV33,OUT035,4118.4756
DRZ24,OUT018,1611.0635
NCL54,OUT035,2820.364
FDR12,OUT049,2738.2798
NCC54,OUT046,3474.7825
DRN59,OUT013,647.9069
FDX50,OUT019,213.75368
FDV31,OUT027,4568.599
NCA29,OUT027,4381.745
FDW60,OUT049,3067.286
FDX08,OUT017,2850.2104
DRD49,OUT013,3679.8157
FDD33,OUT046,3387.2468
FDW35,OUT013,603.039
FDJ36,OUT017,1630.7113
FDV51,OUT035,2783.6226
FDW36,OUT046,1737.9496
FDH35,OUT046,2668.2146
NCS30,OUT027,3483.9758
FDN49,OUT017,537.45624
FDL08,OUT018,3422.887
FDI09,OUT013,3651.1345
FDP19,OUT018,1681.9833
FDU21,OUT010,60.630775
NCP41,OUT045,1709.2592
FDY10,OUT013,1715.5847
FDP12,OUT018,399.8874
NCN26,OUT049,1865.381
FDK44,OUT013,2608.5715
FDC28,OUT049,1671.8054
FDJ41,OUT027,5898.255
NCT29,OUT035,2037.9701
NCH42,OUT019,478.17706
FDU60,OUT018,2276.2932
FDS02,OUT045,2890.1072
FDC51,OUT046,1818.4714
FDU03,OUT013,2859.5454
FDX39,OUT045,3467.6516
NCY05,OUT010,53.563248
NCL06,OUT027,5769.17
FDD32,OUT035,1167.7328
NCN41,OUT045,1989.3999
NCX53,OUT049,2286.782
FDU57,OUT019,314.12152
FDQ23,OUT046,1685.9901
FDQ52,OUT045,3918.7527
FDC14,OUT045,591.1921
FDY09,OUT035,2929.6677
FDQ28,OUT045,2466.5916
FDV25,OUT046,3410.6858
FDJ07,OUT035,1979.4559
DRB25,OUT049,1610.602
FDK52,OUT019,463.27377
FDY52,OUT027,1476.7596
FDB28,OUT046,2876.4265
FDT36,OUT035,508.6502
FDV25,OUT017,3634.2131
NCN07,OUT027,3374.7952
FDC57,OUT017,3051.1335
FDQ03,OUT018,3016.0833
FDU23,OUT017,2726.6858
NCX41,OUT035,3416.2566
NCD06,OUT035,633.26886
FDW08,OUT045,1662.0333
NCU29,OUT017,2326.9001
NCE06,OUT013,2566.7454
FDV52,OUT010,206.05414
FDB02,OUT017,2887.716
NCR18,OUT045,582.0124
FDK16,OUT049,1455.1069
NCQ29,OUT010,542.37054
FDZ01,OUT019,221.28194
FDW27,OUT035,2634.4463
FDD17,OUT018,3366.4795
FDW39,OUT013,2974.6277
DRH59,OUT045,1037.9843
FDS52,OUT013,1554.057
FDU40,OUT027,4764.196
NCF54,OUT013,2594.2249
FDH46,OUT045,1706.3221
NCP14,OUT049,1650.4806
FDH50,OUT049,2910.0386
DRF15,OUT010,294.33533
FDV27,OUT027,2425.2659
NCJ06,OUT049,1864.5732
FDN02,OUT018,2365.2515
FDQ51,OUT049,727.1517
FDQ07,OUT017,3495.1985
FDS45,OUT049,1717.7513
NCJ06,OUT045,1875.6488
FDD36,OUT035,1949.0881
FDY25,OUT045,2976.139
FDU52,OUT046,2425.2039
DRK47,OUT017,3485.703
NCL30,OUT017,2049.1028
FDN22,OUT035,4022.8718
NCF30,OUT027,3358.4502
FDK03,OUT035,3824.513
FDT45,OUT017,758.7074
NCC54,OUT027,5386.207
FDP08,OUT018,2488.1018
FDU44,OUT046,2498.4885
DRG39,OUT035,712.2165
FDU32,OUT049,1864.5187
FDY27,OUT049,2734.5676
NCP54,OUT013,1891.8226
NCZ41,OUT049,2017.8593
DRL49,OUT013,2183.5217
FDI05,OUT018,947.2688
FDY56,OUT045,3557.4941
DRC13,OUT013,1900.3031
NCV29,OUT017,2885.1868
FDR24,OUT049,1328.903
FDZ34,OUT018,2663.197
FDP37,OUT035,1896.2106
FDX08,OUT027,4649.021
FDS57,OUT045,2323.824
NCG18,OUT049,1607.7256
FDK25,OUT018,2067.666
FDH53,OUT049,1131.6251
DRI59,OUT018,2700.1768
FDA52,OUT046,2699.3884
FDT20,OUT010,55.144394
FDE36,OUT019,342.22626
FDI24,OUT017,2800.5852
FDB28,OUT018,2596.0437
FDV11,OUT017,2876.068
FDP01,OUT046,2280.2996
FDD34,OUT027,3947.9243
FDJ50,OUT027,1415.4507
FDZ44,OUT013,1800.4199
DRO59,OUT035,1138.7164
DRB48,OUT045,685.6423
FDR21,OUT018,2480.977
NCE42,OUT010,492.92566
FDO23,OUT046,1482.0292
NCE30,OUT018,2633.7034
FDQ22,OUT035,418.18036
FDY01,OUT045,1912.7355
FDS08,OUT017,2802.9714
FDG28,OUT018,3426.0935
FDQ51,OUT018,563.87823
FDB05,OUT017,4061.951
FDO56,OUT049,1788.7874
FDE02,OUT018,1258.7502
FDN45,OUT017,3623.6272
FDS09,OUT013,661.807
NCA54,OUT018,2331.6467
FDP09,OUT010,422.3627
FDC53,OUT045,1550.1403
NCM55,OUT017,3046.823
FDL09,OUT018,2364.6694
FDA11,OUT019,192.24239
FDA50,OUT045,1261.6964
FDC23,OUT017,3003.958
FDE22,OUT049,2576.0671
FDD23,OUT046,3022.2625
NCA29,OUT049,2682.515
FDK38,OUT046,2333.8464
DRC13,OUT046,1881.1031
NCP43,OUT049,2853.971
FDX28,OUT049,1510.3905
FDF08,OUT049,1361.2991
FDZ33,OUT046,2464.534
FDD10,OUT049,2919.89
FDO58,OUT017,2660.282
FDI50,OUT017,3744.45
FDO58,OUT045,2719.1306
FDX08,OUT013,2740.1025
NCK17,OUT010,69.908424
FDF39,OUT035,3919.0398
FDU45,OUT010,203.94266
NCJ18,OUT018,1511.5934
DRC27,OUT019,509.9607
DRC25,OUT035,1309.2625
FDU59,OUT035,2658.9822
FDU28,OUT035,3038.0916
NCP30,OUT046,476.46527
FDB39,OUT018,537.3992
FDE41,OUT013,1296.059
DRH11,OUT010,115.34945
FDA58,OUT045,3818.7407
FDU50,OUT046,1685.7312
FDM34,OUT013,2021.0227
FDM44,OUT027,2874.7432
FDR39,OUT045,3036.3767
FDM25,OUT045,2624.8005
FDQ49,OUT049,2339.8372
DRH25,OUT018,659.6317
FDM09,OUT027,4178.1597
FDL44,OUT019,327.61978
NCR42,OUT018,318.11725
DRL59,OUT046,729.90497
FDX43,OUT013,2857.2295
DRK47,OUT010,447.4661
FDU48,OUT018,1765.0568
FDY12,OUT045,711.9173
NCN43,OUT018,1705.4811
NCM55,OUT018,2482.0352
FDQ21,OUT027,3000.5566
FDX13,OUT035,3901.196
NCK30,OUT027,5668.1333
FDG20,OUT049,2698.5496
DRG27,OUT017,615.3421
FDY14,OUT018,3435.0464
FDP59,OUT035,1633.489
FDU60,OUT017,2762.5945
NCC18,OUT019,356.0865
DRJ39,OUT017,3362.8074
FDS07,OUT049,1740.1836
FDM08,OUT027,5356.3506
FDP51,OUT045,1993.5979
FDU16,OUT035,1142.4476
FDH12,OUT013,1690.2074
DRE48,OUT010,400.4824
NCL42,OUT027,5531.7246
FDR21,OUT045,2925.4817
NCW29,OUT035,2170.7673
FDO11,OUT013,3794.7961
NCM31,OUT049,2322.7146
FDV35,OUT019,325.14212
FDF58,OUT017,855.6409
NCE43,OUT049,2583.612
FDA02,OUT035,2180.0378
DRL37,OUT010,61.3162
FDR24,OUT018,1148.184
FDW59,OUT049,1346.5585
FDS22,OUT049,616.1186
FDW24,OUT017,745.3674
FDU24,OUT035,1567.1383
FDA21,OUT027,4477.367
FDH58,OUT027,2836.962
FDW36,OUT018,1414.5907
FDI45,OUT027,4490.4775
FDU01,OUT018,2195.5852
FDF35,OUT027,2787.575
FDU43,OUT019,494.62823
