Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRE13,OUT017,1452.7265242958438
FDV43,OUT019,-1165.8112568316374
FDD22,OUT045,1892.5923538392913
FDM46,OUT019,-420.84597615822054
NCO30,OUT010,1046.7909382045023
FDM25,OUT046,2842.912377565208
NCN41,OUT049,1980.8258690617386
FDU24,OUT045,1618.2018140875502
FDZ50,OUT046,2913.5609582805673
FDP45,OUT013,4032.907717066443
NCM54,OUT045,2052.1744471143447
FDW10,OUT019,899.2040423380317
FDP20,OUT017,2116.666701418246
FDK32,OUT046,2494.276700362754
FDN52,OUT049,1468.5243597872172
FDM58,OUT045,1934.492900383802
FDZ46,OUT027,3230.897656015586
NCA18,OUT018,1586.1603349911102
FDD35,OUT046,2090.3659793252027
NCK31,OUT035,928.6248672251841
FDI40,OUT027,3029.7438079084095
FDT50,OUT019,-385.923774321785
NCT06,OUT046,2636.061636399927
FDT31,OUT035,3055.643916118621
FDT45,OUT049,975.524561302052
FDT13,OUT045,3086.7523955300576
FDO50,OUT045,1588.7745497132105
NCU18,OUT010,354.7126269221376
NCR54,OUT049,3078.859809091613
NCO18,OUT018,2529.835725967131
FDU09,OUT045,1086.9251284131083
FDT13,OUT018,2754.4923691914146
FDE09,OUT046,1888.2920494182122
NCK53,OUT019,-287.0030945274875
FDG45,OUT049,3441.253352601905
DRH15,OUT035,743.5924406060385
FDO21,OUT019,1713.1141074251177
FDD14,OUT027,4343.062344049692
FDC09,OUT046,1760.9599810828854
FDH45,OUT027,2187.6607742997785
FDV32,OUT046,1143.6028780479169
FDG12,OUT035,2065.6196640492212
FDS32,OUT013,2296.002298593583
NCL55,OUT018,3665.8630254921836
DRE01,OUT035,3833.423324929179
DRE15,OUT049,1229.2945542603065
NCL42,OUT045,3909.004393058727
FDP31,OUT013,1077.673936276285
FDN33,OUT018,1303.918995334925
FDZ59,OUT046,2714.7172392994753
FDE45,OUT010,982.901240997227
FDJ07,OUT013,1957.1883711370251
FDQ45,OUT018,2731.5737080984036
FDM33,OUT027,4888.287308727443
FDO15,OUT010,-547.2285733468975
FDM46,OUT013,1532.6594487634761
FDR03,OUT045,3365.177161277009
FDY49,OUT018,2459.828355761122
FDQ60,OUT045,2020.7919207644977
FDW10,OUT049,2874.553800475922
FDO51,OUT049,875.0499699710695
FDJ40,OUT018,1494.6010488893703
FDS20,OUT018,2627.80291077295
FDU45,OUT013,1897.2194569533835
FDV02,OUT035,2682.6988866388583
FDN09,OUT046,3897.041240994885
NCM55,OUT027,4359.292332685508
FDN23,OUT018,1994.873744351422
FDY31,OUT010,482.2008401401363
FDW03,OUT010,-64.41503173109345
FDD14,OUT046,2956.4587711849645
FDV23,OUT017,1994.057168876508
DRI03,OUT045,2775.908685380359
FDN13,OUT035,1646.8151185749894
FDF45,OUT027,2471.827442090579
FDU46,OUT035,1586.2077395036135
FDB57,OUT049,3585.475596800128
FDV12,OUT049,1724.3971004928394
FDQ58,OUT013,2480.4066443738648
NCA18,OUT017,1906.0969349924962
FDH52,OUT049,1106.6693096845543
FDM24,OUT018,2173.313839256208
NCP43,OUT027,4286.3453623205905
NCO18,OUT019,878.0994582160997
FDM32,OUT017,1560.1999393272358
NCL07,OUT017,738.5595261969738
FDK03,OUT013,3947.1089326994006
FDP59,OUT017,1665.3302325664877
FDQ24,OUT049,4013.703264299237
FDQ16,OUT018,1468.3782334699067
FDU44,OUT013,2610.0506971679606
FDH28,OUT010,-1205.0292446707217
FDV28,OUT019,-1321.3144526766982
FDM22,OUT045,1047.3436762449537
FDR56,OUT046,3169.3979775848993
FDV39,OUT049,3185.090504437877
FDU37,OUT019,-526.9870776404587
FDQ11,OUT010,2163.7684167559037
FDX02,OUT045,3509.177392674008
NCS42,OUT018,1207.5653279029461
FDY57,OUT027,2996.9010012482113
FDB21,OUT049,3832.192533261047
FDE28,OUT017,3670.9635844105933
FDQ55,OUT017,1944.3421251263758
FDA48,OUT049,3550.8954676803714
FDZ19,OUT045,2836.5102676890565
NCC43,OUT045,3993.401037821239
NCV18,OUT046,1359.1295364958473
NCA42,OUT018,2243.8854712411066
FDY45,OUT046,4110.12314866111
NCC30,OUT045,2870.2549351895177
FDM57,OUT013,1475.0073451687344
FDL09,OUT010,801.5939934600274
FDB09,OUT027,3424.0636609811872
FDT44,OUT035,1971.068715638954
NCT06,OUT027,3996.5464544684246
FDX26,OUT049,2858.016237817087
FDK32,OUT013,2489.912682525337
DRA12,OUT046,2306.7464659754114
FDO46,OUT010,1205.0098296752913
FDE52,OUT013,1407.8727647581286
NCH42,OUT045,3671.9754354238503
FDV08,OUT035,831.8537190870734
FDB47,OUT018,3083.88834949395
FDC28,OUT010,-89.08974833355364
FDD22,OUT046,1909.3587933629033
FDS07,OUT027,3263.497524684829
DRI13,OUT045,3457.932998371437
FDG32,OUT018,3194.714137326958
FDU14,OUT017,3924.048467617279
FDD28,OUT019,-935.6787263747469
NCP41,OUT017,1809.8503970002475
FDS08,OUT049,2839.073934826274
FDX47,OUT045,2544.681017201243
FDC53,OUT019,-270.60978480779954
FDQ19,OUT035,3924.241568171984
FDL14,OUT045,2629.709214170236
FDM33,OUT019,1593.1352771644902
FDA51,OUT045,1824.6050009626629
FDZ27,OUT018,512.1583191542773
FDT04,OUT046,726.6392285894876
DRC13,OUT049,2060.686558098003
FDR16,OUT027,4789.4872450077555
FDQ03,OUT027,5162.873543321509
FDE38,OUT035,2801.9531803496866
DRH23,OUT027,2344.626317373293
FDT11,OUT019,1035.8671478019687
FDD09,OUT035,2937.264714525174
FDR40,OUT045,1444.9750215288745
FDX07,OUT017,3009.7759385026593
FDR07,OUT035,1636.2995262743111
FDA51,OUT017,1839.7598200310981
FDT59,OUT019,1665.2556373472362
FDF20,OUT017,3163.6383109662793
FDR13,OUT045,2013.0864154120977
FDY26,OUT049,3316.0753717437683
FDW04,OUT017,2160.862334324292
FDK52,OUT017,3597.7232949748477
FDN60,OUT049,2547.648363495042
FDM09,OUT019,852.9715094159551
FDP46,OUT049,1504.6887711151062
FDB50,OUT019,-606.3007694015159
NCQ29,OUT049,4059.0766553686826
FDP16,OUT027,5250.717495740008
FDX33,OUT018,2339.01999230992
FDP07,OUT010,1257.7926657678486
FDN22,OUT046,4022.633161342066
FDF39,OUT049,4125.7807944567885
FDS21,OUT017,1149.862241194493
NCM42,OUT013,1738.393699310217
FDK50,OUT019,760.10186270231
DRF13,OUT027,3731.337562921528
FDH35,OUT018,2390.9206138732998
FDP60,OUT018,1354.1594790378172
DRJ49,OUT027,3478.9281054766143
NCT42,OUT019,446.1205516007831
FDE38,OUT049,2772.647423763321
FDI04,OUT049,3183.763381786469
NCH54,OUT045,2538.9625839377622
FDT56,OUT049,1051.1885645778289
DRD15,OUT018,3288.5193021827126
FDV58,OUT013,3118.7775609561377
FDP21,OUT049,3087.956341182732
FDH05,OUT013,3672.8767938826586
FDR10,OUT027,4029.1444889041404
NCP06,OUT045,2408.303856783902
FDF33,OUT049,1997.2829849431564
DRK37,OUT013,2993.6464745168814
DRH49,OUT045,1420.3814937848551
FDT58,OUT013,2705.2934074980994
FDD41,OUT018,1424.9399764913578
FDP40,OUT018,1538.5999669469943
FDM51,OUT027,3114.2541407762637
FDO45,OUT010,-372.22455716073637
FDW33,OUT010,-121.59729624753231
FDY24,OUT045,1066.1651072050904
FDB10,OUT010,1906.6170420506955
FDM40,OUT035,2283.5825722522313
NCI06,OUT017,2903.49002540567
FDW12,OUT019,448.21671525066813
FDX48,OUT027,3934.1105994289255
NCW05,OUT027,3082.0163051605123
FDX27,OUT017,1542.276999997101
DRM37,OUT045,3146.0956922412706
FDA38,OUT045,3813.619918482864
FDR36,OUT046,792.7802869859574
FDZ45,OUT046,3219.1446213736926
FDG05,OUT017,2587.126905350613
FDK28,OUT013,4060.0772580595576
FDV47,OUT045,1387.8894586985853
FDN21,OUT045,2634.616341781484
FDP20,OUT027,3464.719633046673
FDI35,OUT045,3016.075867743946
DRY23,OUT013,754.7482370416665
FDA56,OUT017,2067.2790110182345
FDB09,OUT013,1997.6493881448887
NCO26,OUT027,3263.4824379064676
FDQ49,OUT018,2245.649042856302
FDI52,OUT027,3341.364307957878
FDZ44,OUT027,3317.758929496861
FDZ09,OUT018,2347.851971498999
FDY03,OUT049,1897.6367610040184
NCG42,OUT017,2110.6290273744353
DRI13,OUT027,4826.067761196601
FDQ32,OUT013,2066.9518390201792
FDW16,OUT035,1562.9757706062542
FDU27,OUT046,856.9259781334767
FDR28,OUT010,751.0126117477057
FDQ49,OUT010,686.7705738442337
FDS37,OUT046,1990.6774430762894
FDW26,OUT018,3145.12278570334
FDX12,OUT018,3567.7864978869493
NCP06,OUT013,2379.2127845502027
FDW45,OUT010,491.7120973238116
NCN30,OUT049,1559.2245751596565
FDN24,OUT049,945.7135839034072
NCL41,OUT027,1976.7098831784378
FDR02,OUT019,-187.33114193118035
FDD09,OUT010,1030.879752940897
FDS33,OUT010,-338.0030060276383
FDU22,OUT045,2011.443993743866
FDI53,OUT013,2587.6282478273215
DRH01,OUT049,2775.717838972044
FDX32,OUT013,2320.1412249884706
NCP30,OUT018,388.95162358278185
FDB60,OUT045,3195.070294849498
FDB14,OUT049,1621.5342733649709
NCP02,OUT035,1032.9716084667648
FDJ10,OUT017,2361.2142014573346
FDG34,OUT046,1921.2123345570367
NCB18,OUT017,1463.9407306108683
FDM16,OUT049,1295.9566870330314
FDW25,OUT018,1176.8679546471717
FDB35,OUT010,-274.382129129581
DRN11,OUT013,2282.013929074952
FDF41,OUT019,1927.8440520794643
FDH16,OUT045,1489.769135652275
NCQ50,OUT018,3043.2331559058894
DRH23,OUT018,657.2278989192018
DRJ37,OUT013,2404.321541972912
DRJ24,OUT027,4284.942972704888
FDY16,OUT035,2963.8114664853056
FDQ27,OUT045,1827.9481014523017
FDZ33,OUT045,2455.478468247482
FDF29,OUT045,2186.3798608933125
FDA08,OUT049,2679.808524960774
FDG31,OUT046,1171.717451682271
FDE34,OUT019,1063.2608445569867
NCR30,OUT027,2596.373753740031
FDV33,OUT035,4202.238280773262
DRZ24,OUT018,1654.5436091020529
NCL54,OUT035,2783.7436059511792
FDR12,OUT049,2845.102570370147
NCC54,OUT046,3799.0709128027465
DRN59,OUT013,829.5924465243475
FDX50,OUT019,-204.89363324194437
FDV31,OUT027,4231.231160748499
NCA29,OUT027,4131.207568513685
FDW60,OUT049,2922.526380739131
FDX08,OUT017,2973.035388865038
DRD49,OUT013,3668.6994708719894
FDD33,OUT046,3680.504294471297
FDW35,OUT013,695.8342240057123
FDJ36,OUT017,1756.925712060366
FDV51,OUT035,2728.5595144395293
FDW36,OUT046,1795.3934166440918
FDH35,OUT046,2735.3432442031663
NCS30,OUT027,3467.204851580477
FDN49,OUT017,743.9895967969092
FDL08,OUT018,3605.1837651601318
FDI09,OUT013,3994.899437312747
FDP19,OUT018,1773.7441976885843
FDU21,OUT010,-1210.1249409080358
NCP41,OUT045,1780.7010086917176
FDY10,OUT013,1860.9658047364455
FDP12,OUT018,430.7275487871575
NCN26,OUT049,1895.1338695443292
FDK44,OUT013,2762.779083463326
FDC28,OUT049,1793.8970052094428
FDJ41,OUT027,5530.588503263071
NCT29,OUT035,2022.2096852535183
NCH42,OUT019,1668.4980585143098
FDU60,OUT018,2417.453013945229
FDS02,OUT045,3054.3277930791246
FDC51,OUT046,2007.9511361501368
FDU03,OUT013,2929.672874630677
FDX39,OUT045,3446.996480295744
NCY05,OUT010,-1241.9082879246835
NCL06,OUT027,5454.40678606611
FDD32,OUT035,1438.3006370207459
NCN41,OUT045,2000.157082655609
NCX53,OUT049,2274.217499852859
FDU57,OUT019,528.3605449405727
FDQ23,OUT046,1681.7405099556422
FDQ52,OUT045,3926.45338814586
FDC14,OUT045,854.4778665851027
FDY09,OUT035,2913.503760300192
FDQ28,OUT045,2560.6751557694897
FDV25,OUT046,3599.416663072293
FDJ07,OUT035,1979.3669455414633
DRB25,OUT049,1723.988586190544
FDK52,OUT019,1607.22960431906
FDY52,OUT027,2463.666142569976
FDB28,OUT046,3104.2272430641115
FDT36,OUT035,716.0471402430499
FDV25,OUT017,3630.222895699221
NCN07,OUT027,3506.2928575727665
FDC57,OUT017,3148.0260032701844
FDQ03,OUT018,3481.308872517461
FDU23,OUT017,2655.854695758265
NCX41,OUT035,3394.5371610937163
NCD06,OUT035,830.9905424821209
FDW08,OUT045,1770.5073269293339
NCU29,OUT017,2366.7615657265824
NCE06,OUT013,2543.98134189341
FDV52,OUT010,-2.041719205929894
FDB02,OUT017,2961.801756199279
NCR18,OUT045,787.1469889374848
FDK16,OUT049,1584.2329579248485
NCQ29,OUT010,2142.137916494921
FDZ01,OUT019,-118.69607595459274
FDW27,OUT035,2594.302796911442
FDD17,OUT018,3461.2191487464515
FDW39,OUT013,2875.561281057079
DRH59,OUT045,1276.689468400883
FDS52,OUT013,1666.4559069670408
FDU40,OUT027,4481.705905147716
NCF54,OUT013,2732.642252926018
FDH46,OUT045,1811.0223579269373
NCP14,OUT049,1681.2826355074048
FDH50,OUT049,3073.70279325694
DRF15,OUT010,491.2109600548665
FDV27,OUT027,2891.3915804101343
NCJ06,OUT049,1940.7705367373137
FDN02,OUT018,3008.9075733728832
FDQ51,OUT049,888.777961278181
FDQ07,OUT017,3597.7281877151063
FDS45,OUT049,1832.7142678018458
NCJ06,OUT045,1976.991691168273
FDD36,OUT035,1989.5192793515757
FDY25,OUT045,3016.9215990283064
FDU52,OUT046,2502.166020303698
DRK47,OUT017,3650.3676579569255
NCL30,OUT017,2086.899987757175
FDN22,OUT035,4054.2627584462007
