Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS24,OUT027,1795.5187
FDK44,OUT049,2533.9534
FDS48,OUT045,2642.3442
FDK26,OUT010,745.2617
FDD23,OUT045,3276.8174
NCH54,OUT017,2789.0962
NCP14,OUT010,484.26703
FDM60,OUT010,-543.1612
FDV24,OUT017,2145.986
FDH08,OUT018,4299.333
FDS12,OUT027,3627.007
FDR39,OUT027,4639.4375
FDP12,OUT027,1073.7336
DRF60,OUT027,7051.863
FDC09,OUT035,1665.8982
FDF50,OUT018,2900.1384
FDG28,OUT035,4072.9587
NCE19,OUT017,827.758
NCM53,OUT010,196.24521
NCN18,OUT049,1990.8549
FDF32,OUT035,3225.2847
FDF11,OUT013,3336.9707
DRI59,OUT049,3652.1194
NCG54,OUT035,2815.2463
FDM44,OUT046,1521.4797
FDT57,OUT018,2973.4731
FDV24,OUT046,2256.539
FDI50,OUT019,1665.7292
FDS09,OUT035,688.70013
NCC31,OUT027,3208.9854
FDQ07,OUT019,283.6717
FDC22,OUT017,3072.3245
FDZ56,OUT046,2430.943
FDZ40,OUT019,83.21829
FDS46,OUT027,2861.5574
DRD24,OUT045,2283.5664
FDV45,OUT017,3171.0386
FDL26,OUT045,2287.688
FDA56,OUT018,1628.7671
FDN27,OUT046,1489.1434
FDM20,OUT049,4575.8765
FDO16,OUT017,1637.0463
FDL03,OUT035,2976.08
FDE58,OUT046,1652.2443
FDI02,OUT027,2606.598
NCC55,OUT019,-350.4142
FDR03,OUT018,2959.5256
FDB14,OUT017,1628.7025
FDR45,OUT013,4425.3315
NCN07,OUT017,2104.466
FDM51,OUT019,415.9592
FDT52,OUT027,5596.331
FDL26,OUT046,2121.597
NCZ42,OUT046,3905.542
DRI47,OUT019,1175.8293
FDW40,OUT013,2605.928
FDN34,OUT046,3219.5898
FDS01,OUT035,3388.6858
NCG55,OUT045,1801.2751
FDC11,OUT035,2081.8748
FDX35,OUT018,2428.3354
NCB06,OUT046,2644.778
FDR09,OUT019,1211.7031
FDC53,OUT017,1314.8114
FDY45,OUT013,5135.2764
FDA22,OUT010,603.3613
FDE02,OUT035,1597.633
FDW21,OUT045,1710.8765
FDV34,OUT046,1212.3745
FDS59,OUT049,2024.1323
NCW17,OUT017,2633.1772
NCK54,OUT046,1863.5603
FDG17,OUT019,1475.3533
FDG35,OUT017,3424.228
FDD08,OUT010,-316.6129
NCO07,OUT017,4194.6934
FDJ10,OUT010,165.07736
FDW36,OUT017,1293.4098
FDW21,OUT010,234.63501
FDY19,OUT017,2009.7498
DRE03,OUT013,405.99728
NCC55,OUT049,730.49
FDH52,OUT010,-349.84
FDO09,OUT017,4440.8926
FDU43,OUT045,3883.7236
FDX09,OUT010,653.3629
FDH40,OUT019,445.47253
FDW58,OUT017,1030.0018
FDC47,OUT017,4429.4243
NCR41,OUT035,1726.9891
DRG49,OUT035,5300.127
FDC52,OUT027,2602.7456
FDY13,OUT046,1298.8524
FDY35,OUT013,643.00977
FDI35,OUT017,3659.1902
NCU18,OUT049,2381.9355
FDY33,OUT018,2317.907
FDC15,OUT027,3392.5652
FDU01,OUT049,3447.021
NCU42,OUT046,3213.8184
NCV29,OUT018,3076.0361
NCY30,OUT017,3220.8218
FDQ46,OUT049,2085.059
FDG58,OUT027,2937.6863
FDK33,OUT017,3728.4502
NCD07,OUT045,1442.1096
NCX29,OUT027,3814.1575
NCT42,OUT013,2279.5613
DRN59,OUT035,876.82104
FDI44,OUT035,1124.0004
FDA45,OUT049,2495.2
FDP31,OUT045,524.6683
FDY01,OUT046,2002.6964
FDT09,OUT018,1881.297
DRH03,OUT027,1773.5619
FDA36,OUT018,1961.9165
NCF31,OUT017,2322.2795
FDG14,OUT049,2539.5076
FDG28,OUT027,5164.5244
FDU14,OUT049,3920.127
FDY47,OUT019,935.1472
FDI56,OUT049,1386.3969
DRD01,OUT013,925.14716
FDM22,OUT046,1247.2592
FDH33,OUT013,849.1331
DRZ24,OUT013,2205.2927
NCQ38,OUT046,1455.9167
FDO16,OUT027,1687.2588
FDU07,OUT027,3642.8337
NCB07,OUT013,2816.632
FDU48,OUT045,2288.3574
NCM43,OUT045,3231.6812
FDR31,OUT010,588.317
DRK49,OUT018,435.46844
NCI30,OUT010,882.50824
DRD60,OUT017,3098.9226
NCG19,OUT046,3036.693
FDH12,OUT035,1857.1332
FDM32,OUT035,1629.6769
FDM27,OUT035,2661.4507
NCU53,OUT027,3889.1052
NCQ18,OUT046,1512.2676
FDS10,OUT013,2596.209
FDB33,OUT027,3203.4172
FDI12,OUT013,1311.1024
NCW42,OUT013,3478.928
NCC06,OUT018,2143.969
FDW02,OUT017,2102.0942
NCD43,OUT017,1865.3462
FDM57,OUT018,750.62897
FDA58,OUT017,3432.2974
FDK56,OUT046,2760.6538
FDP52,OUT045,5308.364
FDW20,OUT018,1542.1998
FDS52,OUT049,1629.8416
NCT29,OUT018,1311.2845
NCL54,OUT013,3254.0874
FDC05,OUT045,2671.7078
FDF34,OUT035,2862.7625
FDP03,OUT027,2842.716
FDD32,OUT010,-49.68924
FDZ10,OUT045,2380.616
FDZ40,OUT035,756.6227
FDD51,OUT018,797.2602
NCY30,OUT019,505.57648
FDP58,OUT017,2659.2395
FDV49,OUT017,4592.23
FDY24,OUT019,323.57962
NCO55,OUT017,2018.2944
FDR13,OUT017,2207.4282
FDS51,OUT017,760.0214
FDP26,OUT045,1643.3405
NCB54,OUT027,2930.4106
FDF32,OUT017,2953.7651
FDN31,OUT018,2374.342
DRM48,OUT017,886.7831
FDN20,OUT049,2644.7825
DRL01,OUT046,3968.7576
FDV56,OUT049,1498.5511
DRH13,OUT027,2426.5374
FDA03,OUT017,2288.0107
FDF47,OUT027,5009.2754
FDX32,OUT046,2364.617
FDX57,OUT049,1696.108
NCA30,OUT045,2947.9177
FDO49,OUT013,-385.8875
FDL04,OUT019,631.8079
DRM48,OUT035,655.39716
FDR16,OUT013,3786.547
NCC19,OUT018,3197.9734
NCE42,OUT045,3136.3904
FDY24,OUT017,1279.8958
FDH19,OUT049,2656.178
FDJ46,OUT013,2863.9624
FDN45,OUT010,842.14435
FDY08,OUT035,2042.6522
FDZ37,OUT035,1853.7264
NCT30,OUT045,942.9147
DRY23,OUT018,497.74344
NCZ30,OUT018,1952.2595
FDC44,OUT018,1894.6007
FDB45,OUT035,1542.8054
FDY04,OUT013,2330.982
FDM27,OUT046,2646.598
FDZ43,OUT017,4403.798
FDT39,OUT019,697.7509
NCC06,OUT019,825.45856
FDL15,OUT027,3472.7866
FDL57,OUT017,5107.368
FDU08,OUT046,1404.5148
FDK40,OUT017,4085.635
FDQ12,OUT010,1954.0321
FDS48,OUT017,2542.7065
FDP09,OUT045,3780.9387
FDW21,OUT049,1444.9904
FDY25,OUT035,3383.4602
DRE13,OUT017,1336.5759
FDV43,OUT019,-57.392075
FDD22,OUT045,1632.944
FDM46,OUT019,622.3188
NCO30,OUT010,908.12225
FDM25,OUT046,3030.8735
NCN41,OUT049,2101.1226
FDU24,OUT045,1481.2849
FDZ50,OUT046,3497.422
FDP45,OUT013,4527.69
NCM54,OUT045,2180.0083
FDW10,OUT019,631.1304
FDP20,OUT017,1819.0873
FDK32,OUT046,2321.254
FDN52,OUT049,1439.7592
FDM58,OUT045,2427.7644
FDZ46,OUT027,2588.7253
NCA18,OUT018,1537.0809
FDD35,OUT046,2179.727
NCK31,OUT035,1083.6766
FDI40,OUT027,2361.8882
FDT50,OUT019,624.81635
NCT06,OUT046,2565.0125
FDT31,OUT035,2724.9673
FDT45,OUT049,746.62756
FDT13,OUT045,3719.2207
FDO50,OUT045,1331.0905
NCU18,OUT010,606.93665
NCR54,OUT049,3147.3105
NCO18,OUT018,2759.3733
FDU09,OUT045,769.02637
FDT13,OUT018,2537.3347
FDE09,OUT046,1654.4548
NCK53,OUT019,630.025
FDG45,OUT049,4002.2998
DRH15,OUT035,552.5691
FDO21,OUT019,974.1105
FDD14,OUT027,4725.3193
FDC09,OUT046,1478.8981
FDH45,OUT027,1424.7301
FDV32,OUT046,1642.1426
FDG12,OUT035,2025.7426
FDS32,OUT013,1854.0323
NCL55,OUT018,2932.384
DRE01,OUT035,4018.9165
DRE15,OUT049,1205.8232
NCL42,OUT045,3424.757
FDP31,OUT013,803.37976
FDN33,OUT018,1370.8093
FDZ59,OUT046,2635.4277
FDE45,OUT010,614.04913
FDJ07,OUT013,1522.8223
FDQ45,OUT018,2961.636
FDM33,OUT027,5562.138
FDO15,OUT010,-349.0611
FDM46,OUT013,1516.8062
FDR03,OUT045,3734.799
FDY49,OUT018,2278.2422
FDQ60,OUT045,1870.6649
FDW10,OUT049,2681.829
FDO51,OUT049,680.484
FDJ40,OUT018,1317.7004
FDS20,OUT018,2532.2654
FDU45,OUT013,2200.4011
FDV02,OUT035,2652.1843
FDN09,OUT046,3749.5745
NCM55,OUT027,4856.589
FDN23,OUT018,1731.2808
FDY31,OUT010,279.3334
FDW03,OUT010,520.0858
FDD14,OUT046,3180.2766
FDV23,OUT017,1799.3507
DRI03,OUT045,2339.467
FDN13,OUT035,1534.6067
FDF45,OUT027,1572.996
FDU46,OUT035,1802.302
FDB57,OUT049,4819.4033
FDV12,OUT049,1940.5364
FDQ58,OUT013,1968.1792
NCA18,OUT017,1652.0413
FDH52,OUT049,1024.2141
FDM24,OUT018,1909.1742
NCP43,OUT027,3634.6978
NCO18,OUT019,865.52386
FDM32,OUT017,1189.8065
NCL07,OUT017,712.421
FDK03,OUT013,4585.2104
FDP59,OUT017,1095.6409
FDQ24,OUT049,4593.7515
FDQ16,OUT018,1550.3378
FDU44,OUT013,2501.4197
FDH28,OUT010,-259.9684
FDV28,OUT019,144.23439
FDM22,OUT045,1198.1802
FDR56,OUT046,2766.1448
FDV39,OUT049,2805.839
FDU37,OUT019,606.3895
FDQ11,OUT010,234.21179
FDX02,OUT045,3805.153
NCS42,OUT018,1500.6196
FDY57,OUT027,2287.4634
FDB21,OUT049,3943.9712
FDE28,OUT017,3801.1213
FDQ55,OUT017,1997.9226
FDA48,OUT049,4112.915
FDZ19,OUT045,2441.3643
NCC43,OUT045,3305.1597
NCV18,OUT046,1629.3795
NCA42,OUT018,2191.5745
FDY45,OUT046,3473.8125
NCC30,OUT045,2961.0225
FDM57,OUT013,1466.3232
FDL09,OUT010,119.18791
FDB09,OUT027,2815.0083
FDT44,OUT035,1791.6536
NCT06,OUT027,3764.578
FDX26,OUT049,3443.833
FDK32,OUT013,2435.8735
DRA12,OUT046,2142.2188
FDO46,OUT010,641.7257
FDE52,OUT013,1219.9845
NCH42,OUT045,4728.404
FDV08,OUT035,776.1422
FDB47,OUT018,3583.753
FDC28,OUT010,236.64134
FDD22,OUT046,1692.033
FDS07,OUT027,2960.4966
DRI13,OUT045,4420.773
FDG32,OUT018,2170.3594
FDU14,OUT017,4175.891
FDD28,OUT019,-96.555595
NCP41,OUT017,1998.923
FDS08,OUT049,2054.0942
FDX47,OUT045,2096.8887
FDC53,OUT019,483.43835
FDQ19,OUT035,4280.3174
FDL14,OUT045,2303.9468
FDM33,OUT019,751.285
FDA51,OUT045,1995.2242
FDZ27,OUT018,828.9255
FDT04,OUT046,591.94135
DRC13,OUT049,2166.2727
FDR16,OUT027,4545.7153
FDQ03,OUT027,5800.7383
FDE38,OUT035,2797.2017
DRH23,OUT027,885.7484
FDT11,OUT019,700.56635
FDD09,OUT035,2959.5464
FDR40,OUT045,1467.2511
FDX07,OUT017,3274.7788
FDR07,OUT035,1941.828
FDA51,OUT017,1912.7698
FDT59,OUT019,1318.4749
FDF20,OUT017,3132.3003
FDR13,OUT045,2127.5405
FDY26,OUT049,3955.6445
FDW04,OUT017,1900.4011
FDK52,OUT017,4497.918
FDN60,OUT049,2831.0842
FDM09,OUT019,729.5653
FDP46,OUT049,1376.4884
FDB50,OUT019,542.78644
NCQ29,OUT049,3606.2883
FDP16,OUT027,7201.077
FDX33,OUT018,2251.919
FDP07,OUT010,679.92914
FDN22,OUT046,3043.3315
FDF39,OUT049,4633.493
FDS21,OUT017,983.0173
NCM42,OUT013,1504.1635
FDK50,OUT019,829.9725
DRF13,OUT027,3074.9517
FDH35,OUT018,1886.9352
FDP60,OUT018,1172.6038
DRJ49,OUT027,2729.794
NCT42,OUT019,556.6862
FDE38,OUT049,2644.1963
FDI04,OUT049,3008.7837
NCH54,OUT045,2462.5842
FDT56,OUT049,1096.3375
DRD15,OUT018,2672.0208
FDV58,OUT013,2777.77
FDP21,OUT049,3285.1697
FDH05,OUT013,3437.4102
FDR10,OUT027,3526.0164
NCP06,OUT045,2015.7006
FDF33,OUT049,2065.0261
DRK37,OUT013,4017.4382
DRH49,OUT045,1420.5355
FDT58,OUT013,2568.606
FDD41,OUT018,1374.0588
FDP40,OUT018,1182.5044
FDM51,OUT027,2745.1086
FDO45,OUT010,-116.49901
FDW33,OUT010,120.93739
FDY24,OUT045,1284.2122
FDB10,OUT010,-39.450512
FDM40,OUT035,2190.8093
NCI06,OUT017,3044.5408
FDW12,OUT019,665.83344
FDX48,OUT027,3308.3547
NCW05,OUT027,2369.4414
FDX27,OUT017,1111.8971
DRM37,OUT045,3263.9834
FDA38,OUT045,3295.0266
FDR36,OUT046,821.6277
FDZ45,OUT046,3109.7676
FDG05,OUT017,2422.845
FDK28,OUT013,4966.6914
FDV47,OUT045,1307.0573
FDN21,OUT045,2408.0935
FDP20,OUT027,3257.3145
FDI35,OUT045,3661.562
DRY23,OUT013,694.05634
FDA56,OUT017,2030.14
FDB09,OUT013,1632.334
NCO26,OUT027,2521.5342
FDQ49,OUT018,2219.009
FDI52,OUT027,2915.3079
FDZ44,OUT027,2952.6514
FDZ09,OUT018,2042.8282
FDY03,OUT049,1755.2622
NCG42,OUT017,2281.9023
DRI13,OUT027,5137.15
FDQ32,OUT013,1874.4795
FDW16,OUT035,1489.5442
FDU27,OUT046,820.829
FDR28,OUT010,769.9912
FDQ49,OUT010,909.02203
FDS37,OUT046,1958.9517
FDW26,OUT018,2609.553
FDX12,OUT018,3136.421
NCP06,OUT013,2296.7205
FDW45,OUT010,503.20114
NCN30,OUT049,1520.0854
FDN24,OUT049,811.9866
NCL41,OUT027,966.3774
FDR02,OUT019,428.861
FDD09,OUT010,533.6068
FDS33,OUT010,-110.00239
FDU22,OUT045,1688.3282
FDI53,OUT013,2232.942
DRH01,OUT049,2910.2
FDX32,OUT013,2129.1812
NCP30,OUT018,781.18176
FDB60,OUT045,3099.3455
FDB14,OUT049,1547.9626
NCP02,OUT035,973.1712
FDJ10,OUT017,2010.7974
FDG34,OUT046,2156.156
NCB18,OUT017,1507.8969
FDM16,OUT049,1236.5565
FDW25,OUT018,1477.2058
FDB35,OUT010,54.17381
DRN11,OUT013,1758.4514
FDF41,OUT019,1414.6179
FDH16,OUT045,1236.9155
NCQ50,OUT018,2556.61
DRH23,OUT018,800.31616
DRJ37,OUT013,2059.7085
DRJ24,OUT027,4614.821
FDY16,OUT035,3043.7283
FDQ27,OUT045,2014.2898
FDZ33,OUT045,1994.6146
FDF29,OUT045,2412.7793
FDA08,OUT049,2768.8105
FDG31,OUT046,1088.6742
FDE34,OUT019,1123.8234
NCR30,OUT027,1647.4913
FDV33,OUT035,4137.3506
DRZ24,OUT018,1968.0414
NCL54,OUT035,2985.8232
FDR12,OUT049,3088.319
NCC54,OUT046,4262.0034
DRN59,OUT013,834.1368
FDX50,OUT019,509.15674
FDV31,OUT027,3691.1692
NCA29,OUT027,4347.0356
FDW60,OUT049,2555.9426
FDX08,OUT017,3495.6157
DRD49,OUT013,3760.8674
FDD33,OUT046,4147.2056
FDW35,OUT013,660.6741
FDJ36,OUT017,1719.3772
FDV51,OUT035,2661.1704
FDW36,OUT046,1533.5789
FDH35,OUT046,2693.743
NCS30,OUT027,2945.8938
FDN49,OUT017,397.922
FDL08,OUT018,2594.3552
FDI09,OUT013,3516.985
FDP19,OUT018,2061.7163
FDU21,OUT010,-569.3633
NCP41,OUT045,1975.4423
FDY10,OUT013,2060.988
FDP12,OUT018,450.82413
NCN26,OUT049,2002.4795
FDK44,OUT013,2501.212
FDC28,OUT049,1657.4801
FDJ41,OUT027,4173.1846
NCT29,OUT035,1936.3011
NCH42,OUT019,1418.8368
FDU60,OUT018,2532.1714
FDS02,OUT045,3716.5762
FDC51,OUT046,1940.4131
FDU03,OUT013,3435.7305
FDX39,OUT045,4035.9937
NCY05,OUT010,-577.86633
NCL06,OUT027,6104.429
FDD32,OUT035,1592.9857
NCN41,OUT045,1987.575
NCX53,OUT049,2432.047
FDU57,OUT019,634.7956
FDQ23,OUT046,1944.5419
FDQ52,OUT045,4909.391
FDC14,OUT045,862.9519
FDY09,OUT035,3213.1892
FDQ28,OUT045,2559.4585
FDV25,OUT046,4706.974
FDJ07,OUT035,1572.0492
DRB25,OUT049,2046.4401
FDK52,OUT019,693.61017
FDY52,OUT027,1271.8094
FDB28,OUT046,2809.998
FDT36,OUT035,754.2064
FDV25,OUT017,5136.8716
NCN07,OUT027,2859.5916
FDC57,OUT017,3781.3232
FDQ03,OUT018,2622.1597
FDU23,OUT017,2935.7854
NCX41,OUT035,3544.1646
NCD06,OUT035,537.7611
FDW08,OUT045,1671.3815
NCU29,OUT017,2741.759
NCE06,OUT013,2104.8591
FDV52,OUT010,74.02667
FDB02,OUT017,3299.5437
NCR18,OUT045,836.264
FDK16,OUT049,1663.5758
NCQ29,OUT010,479.61844
FDZ01,OUT019,230.38112
FDW27,OUT035,2519.2163
FDD17,OUT018,3117.3774
FDW39,OUT013,2923.3696
DRH59,OUT045,1063.725
FDS52,OUT013,1644.004
FDU40,OUT027,5192.4995
NCF54,OUT013,2692.4583
FDH46,OUT045,1531.9706
NCP14,OUT049,1941.0486
FDH50,OUT049,3024.7349
DRF15,OUT010,-206.89893
FDV27,OUT027,2204.2825
NCJ06,OUT049,2055.5952
FDN02,OUT018,2910.5798
FDQ51,OUT049,654.6287
FDQ07,OUT017,4619.9233
FDS45,OUT049,2028.216
NCJ06,OUT045,2042.1643
FDD36,OUT035,2292.6157
FDY25,OUT045,3771.7644
FDU52,OUT046,2341.3215
DRK47,OUT017,4110.3765
NCL30,OUT017,2107.7659
FDN22,OUT035,3293.0774
NCF30,OUT027,2961.1062
FDK03,OUT035,4978.084
FDT45,OUT017,703.80005
NCC54,OUT027,5128.042
FDP08,OUT018,2811.434
FDU44,OUT046,2653.151
DRG39,OUT035,788.94434
FDU32,OUT049,1728.9113
FDY27,OUT049,2945.7542
NCP54,OUT013,1926.566
NCZ41,OUT049,2031.689
DRL49,OUT013,1985.7661
FDI05,OUT018,1251.955
FDY56,OUT045,4641.4937
DRC13,OUT013,1845.344
NCV29,OUT017,3091.2925
FDR24,OUT049,1426.8379
FDZ34,OUT018,2492.4885
FDP37,OUT035,2271.629
FDX08,OUT027,4215.035
FDS57,OUT045,2122.1294
NCG18,OUT049,1800.6097
FDK25,OUT018,2881.631
FDH53,OUT049,1376.2705
DRI59,OUT018,2964.6545
FDA52,OUT046,2374.0051
FDT20,OUT010,-681.78375
FDE36,OUT019,770.6179
FDI24,OUT017,3252.9792
FDB28,OUT018,2776.528
FDV11,OUT017,3000.3718
FDP01,OUT046,2085.0867
FDD34,OUT027,3304.2268
FDJ50,OUT027,1189.0657
FDZ44,OUT013,1699.6719
DRO59,OUT035,1402.9696
DRB48,OUT045,930.15125
FDR21,OUT018,2552.139
NCE42,OUT010,523.1681
FDO23,OUT046,1668.9017
NCE30,OUT018,2118.535
FDQ22,OUT035,858.4954
FDY01,OUT045,2029.3029
FDS08,OUT017,2224.7607
FDG28,OUT018,1828.7566
FDQ51,OUT018,553.42084
FDB05,OUT017,4126.957
FDO56,OUT049,2000.8412
FDE02,OUT018,1300.4131
FDN45,OUT017,3566.8894
FDS09,OUT013,725.1936
NCA54,OUT018,2441.8477
FDP09,OUT010,644.5815
FDC53,OUT045,1361.8163
NCM55,OUT017,3200.7493
FDL09,OUT018,2205.1492
FDA11,OUT019,362.56757
FDA50,OUT045,1373.2657
FDC23,OUT017,3497.9036
FDE22,OUT049,2443.0447
FDD23,OUT046,3490.6765
NCA29,OUT049,3176.9768
FDK38,OUT046,2409.4175
DRC13,OUT046,1931.266
NCP43,OUT049,2895.9111
FDX28,OUT049,1893.0497
FDF08,OUT049,1626.11
FDZ33,OUT046,2091.7554
FDD10,OUT049,2269.4167
FDO58,OUT017,2631.2273
FDI50,OUT017,4703.926
FDO58,OUT045,2582.0425
FDX08,OUT013,2756.4539
NCK17,OUT010,-936.9062
FDF39,OUT035,5117.5977
FDU45,OUT010,682.67303
NCJ18,OUT018,1838.7378
DRC27,OUT019,-166.53247
DRC25,OUT035,984.0389
FDU59,OUT035,2042.5962
FDU28,OUT035,3155.0293
NCP30,OUT046,725.7836
FDB39,OUT018,1052.2699
FDE41,OUT013,1168.3256
DRH11,OUT010,-813.77686
FDA58,OUT045,3419.2234
FDU50,OUT046,1646.0736
FDM34,OUT013,2057.7576
FDM44,OUT027,2420.3037
FDR39,OUT045,3304.9922
FDM25,OUT045,2722.847
FDQ49,OUT049,1869.6561
DRH25,OUT018,939.66266
FDM09,OUT027,4026.571
FDL44,OUT019,916.7413
NCR42,OUT018,948.05664
DRL59,OUT046,1178.9973
FDX43,OUT013,2123.5647
DRK47,OUT010,627.9802
FDU48,OUT018,1711.3588
FDY12,OUT045,812.2446
NCN43,OUT018,1717.5289
NCM55,OUT018,2234.3245
FDQ21,OUT027,2957.9675
FDX13,OUT035,4349.7036
NCK30,OUT027,5898.3804
FDG20,OUT049,2449.525
DRG27,OUT017,476.36996
FDY14,OUT018,5724.069
FDP59,OUT035,1652.2059
FDU60,OUT017,3439.6206
NCC18,OUT019,458.6435
DRJ39,OUT017,3536.7397
FDS07,OUT049,1891.9603
FDM08,OUT027,6493.9136
FDP51,OUT045,2099.511
FDU16,OUT035,1224.8042
FDH12,OUT013,1792.7231
DRE48,OUT010,1363.1046
NCL42,OUT027,6345.4336
FDR21,OUT045,3170.7593
NCW29,OUT035,2323.1636
FDO11,OUT013,4527.6655
NCM31,OUT049,2298.063
FDV35,OUT019,699.87946
FDF58,OUT017,1006.9022
NCE43,OUT049,2789.636
FDA02,OUT035,2135.5366
DRL37,OUT010,-175.21712
FDR24,OUT018,869.2226
FDW59,OUT049,1286.6333
FDS22,OUT049,812.84796
FDW24,OUT017,743.6779
FDU24,OUT035,1705.108
FDA21,OUT027,4617.695
FDH58,OUT027,2888.712
FDW36,OUT018,1050.4711
FDI45,OUT027,4336.1113
FDU01,OUT018,2717.7036
FDF35,OUT027,2570.3225
